ID,Label,Genome section,Cost,NitRed,SedRed,WithinSectionID,AlleleCombo
30652,BS+GW+FM2454 370-9,HRU,46509.1427,356.7358,-0.6,2454,BS+GW+FM
30653,BS+CC+FM2454 370-9,HRU,84689.6504,305.8534,27.6,2454,BS+CC+FM
30654,GW+CC+FM2454 370-9,HRU,84532.6795,418.4108,28.6,2454,GW+CC+FM
30655,BS+GW+CC+FM2454 370-9,HRU,85400.1471,418.4108,28.6,2454,BS+GW+CC+FM
30656,BS2455 370-10,HRU,5500.1837,57.1404,0,2455,BS
30657,GW2455 370-10,HRU,4443.0133,46.3691,0,2455,GW
30658,CC2455 370-10,HRU,261581.7902,267.4927,230.8,2455,CC
30659,FM2455 370-10,HRU,302261.2639,10.5378,-0.7,2455,FM
30660,BS+GW2455 370-10,HRU,9943.1971,46.3691,0,2455,BS+GW
30661,BS+CC2455 370-10,HRU,267081.974,325.7353,230.8,2455,BS+CC
30662,BS+FM2455 370-10,HRU,307761.4476,68.8446,-0.7,2455,BS+FM
30663,GW+CC2455 370-10,HRU,266024.8036,352.516,238,2455,GW+CC
30664,GW+FM2455,HRU,306704.2772,59.899,-0.7,2455,GW+FM
30665,CC+FM2455 370-10,HRU,563843.0541,285.898,229.9,2455,CC+FM
30666,BS+GW+CC2455 370-10,HRU,271524.9873,352.516,238,2455,BS+GW+CC
30667,BS+GW+FM2455 370-10,HRU,312204.461,59.899,-0.7,2455,BS+GW+FM
30668,BS+CC+FM2455 370-10,HRU,569343.2379,344.4763,229.9,2455,BS+CC+FM
30669,GW+CC+FM2455 370-10,HRU,568286.0675,371.7527,238.1,2455,GW+CC+FM
30670,BS+GW+CC+FM2455 370-10,HRU,573786.2512,371.7731,238.1,2455,BS+GW+CC+FM
30671,BS2456 370-11,HRU,2984.9617,25.1772,0,2456,BS
30672,GW2456 370-11,HRU,2416.533,29.2295,0,2456,GW
30673,CC2456 370-11,HRU,140677.1734,160.1112,96.6,2456,CC
30674,FM2456 370-11,HRU,162550.0708,8.797600001,0.9,2456,FM
30675,BS+GW2456 370-11,HRU,5401.4947,29.2295,0,2456,BS+GW
30676,BS+CC2456 370-11,HRU,143662.1351,187.0113,96.6,2456,BS+CC
30677,BS+FM2456 370-11,HRU,165535.0325,34.0309,0.9,2456,BS+FM
30678,GW+CC2456 370-11,HRU,143093.7064,198.645,104.3,2456,GW+CC
30679,GW+FM2456,HRU,164966.6038,38.1394,0.9,2456,GW+FM
30680,CC+FM2456 370-11,HRU,303227.2442,169.8012,98,2456,CC+FM
30681,BS+GW+CC2456 370-11,HRU,146078.6682,198.645,104.3,2456,BS+GW+CC
30682,BS+GW+FM2456 370-11,HRU,167951.5655,38.1394,0.9,2456,BS+GW+FM
30683,BS+CC+FM2456 370-11,HRU,306212.2059,196.7343,98,2456,BS+CC+FM
30684,GW+CC+FM2456 370-11,HRU,305643.7772,207.961,104.9,2456,GW+CC+FM
30685,BS+GW+CC+FM2456 370-11,HRU,308628.739,207.961,104.9,2456,BS+GW+CC+FM
30686,BS2457 370-12,HRU,902.9724,135.0166,0,2457,BS
30687,GW2457 370-12,HRU,739.1025,262.7293,0,2457,GW
30688,CC2457 370-12,HRU,40597.691,78.6948,34.1,2457,CC
30689,FM2457 370-12,HRU,46903.3382,-10.2654,-0.9,2457,FM
30690,BS+GW2457 370-12,HRU,1642.0749,262.7293,0,2457,BS+GW
30691,BS+CC2457 370-12,HRU,41500.6634,189.8948,34.1,2457,BS+CC
30692,BS+FM2457 370-12,HRU,47806.3106,-181593.939,7325175.6,2457,BS+FM
30693,GW+CC2457 370-12,HRU,41336.7935,297.1489,35,2457,GW+CC
30694,GW+FM2457,HRU,47642.4407,260.5537,-0.9,2457,GW+FM
30695,CC+FM2457 370-12,HRU,87501.0292,72.721,32.7,2457,CC+FM
30696,BS+GW+CC2457 370-12,HRU,42239.7659,297.1489,35,2457,BS+GW+CC
30697,BS+GW+FM2457 370-12,HRU,48545.4131,260.5537,-0.9,2457,BS+GW+FM
30698,BS+CC+FM2457 370-12,HRU,88404.0016,186.2001,32.7,2457,BS+CC+FM
30699,GW+CC+FM2457 370-12,HRU,88240.1317,295.8391,34,2457,GW+CC+FM
30700,BS+GW+CC+FM2457 370-12,HRU,89143.1041,295.8391,34,2457,BS+GW+CC+FM
30701,BS2458 371-1,HRU,9131.6955,151.0413,0,2458,BS
30702,GW2458 371-1,HRU,6698.1707,105.7475,0,2458,GW
30703,CC2458 371-1,HRU,441187.627,1024.9681,223.9,2458,CC
30704,FM2458 371-1,HRU,506158.4808,268.1747,10,2458,FM
30705,BS+GW2458 371-1,HRU,15829.8662,105.7475,0,2458,BS+GW
30706,BS+CC2458 371-1,HRU,450319.3226,1191.1123,223.9,2458,BS+CC
30707,BS+FM2458 371-1,HRU,515290.1763,415.3464,10,2458,BS+FM
30708,GW+CC2458 371-1,HRU,447885.7977,1173.4055,165.3,2458,GW+CC
30709,GW+FM2458,HRU,512856.6514,374.0222,10,2458,GW+FM
30710,CC+FM2458 371-1,HRU,947346.1078,1279.8573,238.3,2458,CC+FM
30711,BS+GW+CC2458 371-1,HRU,457017.4932,1173.4055,165.3,2458,BS+GW+CC
30712,BS+GW+FM2458 371-1,HRU,521988.347,-34901.6394,1271519.5,2458,BS+GW+FM
30713,BS+CC+FM2458 371-1,HRU,956477.8033,1438.0429,238.3,2458,BS+CC+FM
30714,GW+CC+FM2458 371-1,HRU,954044.2785,1420.138,180.5,2458,GW+CC+FM
30715,BS+GW+CC+FM2458 371-1,HRU,963175.974,1420.138,180.5,2458,BS+GW+CC+FM
30716,BS2459 371-2,HRU,18201.4151,10.6375,0,2459,BS
30717,GW2459 371-2,HRU,13333.6738,5.212900002,0,2459,GW
30718,CC2459 371-2,HRU,882436.0642,10973.1209,124.1,2459,CC
30719,FM2459 371-2,HRU,1012396.236,2802.2819,52.4,2459,FM
30720,BS+GW2459 371-2,HRU,31535.0888,5.212900002,0,2459,BS+GW
30721,BS+CC2459 371-2,HRU,900637.4792,10984.1724,124.1,2459,BS+CC
30722,BS+FM2459 371-2,HRU,1030597.651,2812.8334,52.4,2459,BS+FM
30723,GW+CC2459 371-2,HRU,895769.7379,10997.8461,180.4,2459,GW+CC
30724,GW+FM2459,HRU,1025729.91,2807.4941,52.4,2459,GW+FM
30725,CC+FM2459 371-2,HRU,1894832.3,13577.8352,165.2,2459,CC+FM
30726,BS+GW+CC2459 371-2,HRU,913971.153,10997.8461,180.4,2459,BS+GW+CC
30727,BS+GW+FM2459 371-2,HRU,1043931.325,2807.4941,52.4,2459,BS+GW+FM
30728,BS+CC+FM2459 371-2,HRU,1913033.715,13588.8359,165.2,2459,BS+CC+FM
30729,GW+CC+FM2459 371-2,HRU,1908165.974,13602.5117,222.9,2459,GW+CC+FM
30730,BS+GW+CC+FM2459 371-2,HRU,1926367.389,13602.5117,222.9,2459,BS+GW+CC+FM
30731,BS2460 371-3,HRU,3082.219,66.8032,0,2460,BS
30732,GW2460 371-3,HRU,2272.3094,70.959,0,2460,GW
30733,CC2460 371-3,HRU,146876.2025,-95818.8698,2254919.8,2460,CC
30734,FM2460 371-3,HRU,168499.3702,81.0943,2.7,2460,FM
30735,BS+GW2460 371-3,HRU,5354.5283,70.959,0,2460,BS+GW
30736,BS+CC2460 371-3,HRU,149958.4215,348.0384,67.1,2460,BS+CC
30737,BS+FM2460 371-3,HRU,171581.5892,146.8819,2.7,2460,BS+FM
30738,GW+CC2460 371-3,HRU,149148.5119,351.8696,49.1,2460,GW+CC
30739,GW+FM2460,HRU,170771.6796,152.7192,2.7,2460,GW+FM
30740,CC+FM2460 371-3,HRU,315375.5727,367.8869,72.8,2460,CC+FM
30741,BS+GW+CC2460 371-3,HRU,152230.7308,351.8696,49.1,2460,BS+GW+CC
30742,BS+GW+FM2460 371-3,HRU,173853.8986,152.7192,2.7,2460,BS+GW+FM
30743,BS+CC+FM2460 371-3,HRU,318457.7917,428.2046,72.8,2460,BS+CC+FM
30744,GW+CC+FM2460 371-3,HRU,317647.8821,432.2304,55.4,2460,GW+CC+FM
30745,BS+GW+CC+FM2460 371-3,HRU,320730.1011,432.2304,55.4,2460,BS+GW+CC+FM
30746,BS2461 371-4,HRU,7641.5199,8.544200003,0,2461,BS
30747,GW2461 371-4,HRU,5607.9423,4.319500003,0,2461,GW
30748,CC2461 371-4,HRU,368689.4992,4700.2964,55.7,2461,CC
30749,FM2461 371-4,HRU,422982.4594,1268.0122,20.1,2461,FM
30750,BS+GW2461 371-4,HRU,13249.4622,4.319500003,0,2461,BS+GW
30751,BS+CC2461 371-4,HRU,376331.0191,4709.5278,55.7,2461,BS+CC
30752,BS+FM2461 371-4,HRU,430623.9792,1276.5729,20.1,2461,BS+FM
30753,GW+CC2461 371-4,HRU,374297.4415,4712.97,53.7,2461,GW+CC
30754,GW+FM2461,HRU,428590.4017,1272.3359,20.1,2461,GW+FM
30755,CC+FM2461 371-4,HRU,791671.9586,5803.093,71.7,2461,CC+FM
30756,BS+GW+CC2461 371-4,HRU,381938.9614,-7335.6375,182862.8,2461,BS+GW+CC
30757,BS+GW+FM2461 371-4,HRU,436231.9215,1272.3359,20.1,2461,BS+GW+FM
30758,BS+CC+FM2461 371-4,HRU,799313.4784,5812.2841,71.7,2461,BS+CC+FM
30759,GW+CC+FM2461 371-4,HRU,797279.9009,5815.7083,70,2461,GW+CC+FM
30760,BS+GW+CC+FM2461 371-4,HRU,804921.4208,5815.7083,70,2461,BS+GW+CC+FM
30761,BS2462 371-5,HRU,8647.12,5.896400001,0,2462,BS
30762,GW2462 371-5,HRU,6343.6501,3.312200002,0,2462,GW
30763,CC2462 371-5,HRU,417612.6758,6832.2127,83.8,2462,CC
30764,FM2462 371-5,HRU,479111.2907,1468.0423,30.2,2462,FM
30765,BS+GW2462 371-5,HRU,14990.7701,3.312200002,0,2462,BS+GW
30766,BS+CC2462 371-5,HRU,426259.7958,6839.4183,83.8,2462,BS+CC
30767,BS+FM2462 371-5,HRU,487758.4106,1473.9386,30.2,2462,BS+FM
30768,GW+CC2462 371-5,HRU,423956.3259,6841.4269,85.6,2462,GW+CC
30769,GW+FM2462,HRU,485454.9407,1471.3524,30.2,2462,GW+FM
30770,CC+FM2462 371-5,HRU,896723.9665,7991.4606,111.3,2462,CC+FM
30771,BS+GW+CC2462 371-5,HRU,432603.4459,6841.4269,85.6,2462,BS+GW+CC
30772,BS+GW+FM2462 371-5,HRU,494102.0607,1471.3524,30.2,2462,BS+GW+FM
30773,BS+CC+FM2462 371-5,HRU,905371.0865,7998.6753,111.3,2462,BS+CC+FM
30774,GW+CC+FM2462 371-5,HRU,903067.6165,8000.4228,112.7,2462,GW+CC+FM
30775,BS+GW+CC+FM2462 371-5,HRU,911714.7365,8000.4228,112.7,2462,BS+GW+CC+FM
30776,BS2463 371-6,HRU,4896.1588,71.7519,-16.7,2463,BS
30777,GW2463 371-6,HRU,3599.407,61.0601,0,2463,GW
30778,CC2463 371-6,HRU,235125.6905,765.8058,127.8,2463,CC
30779,FM2463 371-6,HRU,269746.6925,150.133,-0.8,2463,FM
30780,BS+GW2463 371-6,HRU,8495.5658,61.0601,0,2463,BS+GW
30781,BS+CC2463 371-6,HRU,240021.8493,833.8847,127.8,2463,BS+CC
30782,BS+FM2463 371-6,HRU,274642.8512,217.6033,-0.8,2463,BS+FM
30783,GW+CC2463 371-6,HRU,238725.0976,828.7453,93.5,2463,GW+CC
30784,GW+FM2463,HRU,273346.0995,211.2701,-0.8,2463,GW+FM
30785,CC+FM2463 371-6,HRU,504872.383,866.7965,132.2,2463,CC+FM
30786,BS+GW+CC2463 371-6,HRU,243621.2563,828.7453,93.5,2463,BS+GW+CC
30787,BS+GW+FM2463 371-6,HRU,278242.2582,211.2701,-0.8,2463,BS+GW+FM
30788,BS+CC+FM2463 371-6,HRU,509768.5418,937.0111,132.2,2463,BS+CC+FM
30789,GW+CC+FM2463 371-6,HRU,508471.79,943.1824,96.8,2463,GW+CC+FM
30790,BS+GW+CC+FM2463 371-6,HRU,513367.9488,943.1824,96.8,2463,BS+GW+CC+FM
30791,BS2464 372-1,HRU,18242.2552,25.8362,0,2464,BS
30792,GW2464 372-1,HRU,17641.837,5.6697,0,2464,GW
30793,CC2464 372-1,HRU,646974.4166,26368.1321,2995.1,2464,CC
30794,FM2464 372-1,HRU,795637.2998,2462.7976,156.6,2464,FM
30795,BS+GW2464 372-1,HRU,35884.0922,5.6697,0,2464,BS+GW
30796,BS+CC2464 372-1,HRU,665216.6718,26394.6508,2995.1,2464,BS+CC
30797,BS+FM2464 372-1,HRU,813879.555,2488.7821,156.6,2464,BS+FM
30798,GW+CC2464 372-1,HRU,664616.2536,26409.8937,3056,2464,GW+CC
30799,GW+FM2464,HRU,813279.1368,2468.5271,156.6,2464,GW+FM
30800,CC+FM2464 372-1,HRU,1442611.716,28546.1722,2980.2,2464,CC+FM
30801,BS+GW+CC2464 372-1,HRU,682858.5088,26409.8937,3056,2464,BS+GW+CC
30802,BS+GW+FM2464 372-1,HRU,831521.3919,2468.5271,156.6,2464,BS+GW+FM
30803,BS+CC+FM2464 372-1,HRU,1460853.972,28572.6405,2980.2,2464,BS+CC+FM
30804,GW+CC+FM2464 372-1,HRU,1460253.553,28587.2396,3038.8,2464,GW+CC+FM
30805,BS+GW+CC+FM2464 372-1,HRU,1478495.809,28587.2396,3038.8,2464,BS+GW+CC+FM
30806,BS2465 372-2,HRU,4440.3345,211.967,0,2465,BS
30807,GW2465 372-2,HRU,4294.9251,225.1394,0,2465,GW
30808,CC2465 372-2,HRU,156706.7713,880.3559,192.9,2465,CC
30809,FM2465 372-2,HRU,192709.9677,-0.542399999,27.2,2465,FM
30810,BS+GW2465 372-2,HRU,8735.2596,225.1394,0,2465,BS+GW
30811,BS+CC2465 372-2,HRU,161147.1057,1024.62,192.9,2465,BS+CC
30812,BS+FM2465 372-2,HRU,197150.3022,213.1392,27.2,2465,BS+FM
30813,GW+CC2465 372-2,HRU,161001.6964,1045.7147,167.9,2465,GW+CC
30814,GW+FM2465,HRU,197004.8928,228.2735,27.2,2465,GW+FM
30815,CC+FM2465 372-2,HRU,349416.739,943.2977,190.3,2465,CC+FM
30816,BS+GW+CC2465 372-2,HRU,165442.0308,1045.7147,167.9,2465,BS+GW+CC
30817,BS+GW+FM2465 372-2,HRU,201445.2273,228.2735,27.2,2465,BS+GW+FM
30818,BS+CC+FM2465 372-2,HRU,353857.0735,1087.5961,190.3,2465,BS+CC+FM
30819,GW+CC+FM2465 372-2,HRU,353711.6641,1109.0744,165.9,2465,GW+CC+FM
30820,BS+GW+CC+FM2465 372-2,HRU,358151.9986,1109.0744,165.9,2465,BS+GW+CC+FM
30821,BS2466 372-3,HRU,4629.1465,12.3428,0,2466,BS
30822,GW2466 372-3,HRU,4477.5126,9.822700001,0,2466,GW
30823,CC2466 372-3,HRU,163413.6965,7569.3457,861.4,2466,CC
30824,FM2466 372-3,HRU,200958.0921,483.5286,-4,2466,FM
30825,BS+GW2466 372-3,HRU,9106.6591,9.822700001,0,2466,BS+GW
30826,BS+CC2466 372-3,HRU,168042.843,7581.4866,861.4,2466,BS+CC
30827,BS+FM2466 372-3,HRU,205587.2386,495.9141,-4,2466,BS+FM
30828,GW+CC2466 372-3,HRU,167891.2091,7730.2946,-408998.5,2466,GW+CC
30829,GW+FM2466,HRU,205435.6047,493.4624,-4,2466,GW+FM
30830,CC+FM2466 372-3,HRU,364371.7885,8070.9347,861,2466,CC+FM
30831,BS+GW+CC2466 372-3,HRU,172520.3556,7588.4406,758.1,2466,BS+GW+CC
30832,BS+GW+FM2466 372-3,HRU,210064.7512,493.4624,-4,2466,BS+GW+FM
30833,BS+CC+FM2466 372-3,HRU,369000.9351,8083.009,861,2466,BS+CC+FM
30834,GW+CC+FM2466 372-3,HRU,368849.3011,8088.7446,758.5,2466,GW+CC+FM
30835,BS+GW+CC+FM2466 372-3,HRU,373478.4476,8088.7446,758.5,2466,BS+GW+CC+FM
30836,BS2467 372-4,HRU,1477.6866,51.2126,0,2467,BS
30837,GW2467 372-4,HRU,1429.947,74.6845,0,2467,GW
30838,CC2467 372-4,HRU,51468.4907,240.5394,52.7,2467,CC
30839,FM2467 372-4,HRU,63288.7498,15.4314,-1,2467,FM
30840,BS+GW2467 372-4,HRU,2907.6336,74.6845,0,2467,BS+GW
30841,BS+CC2467 372-4,HRU,52946.1773,277.6634,52.7,2467,BS+CC
30842,BS+FM2467 372-4,HRU,64766.4364,66.6199,-1,2467,BS+FM
30843,GW+CC2467 372-4,HRU,52898.4377,288.6225,45.5,2467,GW+CC
30844,GW+FM2467,HRU,64718.6969,90.2833,-1,2467,GW+FM
30845,CC+FM2467 372-4,HRU,114757.2405,256.3224,51.6,2467,CC+FM
30846,BS+GW+CC2467 372-4,HRU,54376.1243,288.6225,45.5,2467,BS+GW+CC
30847,BS+GW+FM2467 372-4,HRU,66196.3834,90.2833,-1,2467,BS+GW+FM
30848,BS+CC+FM2467 372-4,HRU,116234.9271,292.3917,51.6,2467,BS+CC+FM
30849,GW+CC+FM2467 372-4,HRU,116187.1876,306.3858,43,2467,GW+CC+FM
30850,BS+GW+CC+FM2467 372-4,HRU,117664.8741,-214979.5447,1195327.9,2467,BS+GW+CC+FM
30851,BS2468 372-5,HRU,1771.0361,86.8362,0,2468,BS
30852,GW2468 372-5,HRU,1713.6256,129.3551,0,2468,GW
30853,CC2468 372-5,HRU,61888.7625,303.5436,62.3,2468,CC
30854,FM2468 372-5,HRU,76103.519,17.2848,-1.2,2468,FM
30855,BS+GW2468 372-5,HRU,3484.6617,129.3551,0,2468,BS+GW
30856,BS+CC2468 372-5,HRU,63659.7986,366.9544,62.3,2468,BS+CC
30857,BS+FM2468 372-5,HRU,77874.5551,104.1928,-1.2,2468,BS+FM
30858,GW+CC2468 372-5,HRU,63602.3882,389.7197,57.4,2468,GW+CC
30859,GW+FM2468,HRU,77817.1446,147.0307,-1.2,2468,GW+FM
30860,CC+FM2468 372-5,HRU,137992.2815,320.0005,61.1,2468,CC+FM
30861,BS+GW+CC2468 372-5,HRU,65373.4243,389.7197,57.4,2468,BS+GW+CC
30862,BS+GW+FM2468 372-5,HRU,79588.1807,147.0307,-1.2,2468,BS+GW+FM
30863,BS+CC+FM2468 372-5,HRU,139763.3176,311.3452,18.3,2468,BS+CC+FM
30864,GW+CC+FM2468 372-5,HRU,139705.9072,406.7252,55.8,2468,GW+CC+FM
30865,BS+GW+CC+FM2468 372-5,HRU,141476.9433,406.7252,55.8,2468,BS+GW+CC+FM
30866,BS2469 372-6,HRU,2409.5939,11.6638,0,2469,BS
30867,GW2469 372-6,HRU,2331.1321,10.7972,0,2469,GW
30868,CC2469 372-6,HRU,84571.4188,3445.1861,400.6,2469,CC
30869,FM2469 372-6,HRU,103998.473,325.1934,-3.6,2469,FM
30870,BS+GW2469 372-6,HRU,4740.7259,10.7972,0,2469,BS+GW
30871,BS+CC2469 372-6,HRU,86981.0126,3456.504,400.6,2469,BS+CC
30872,BS+FM2469 372-6,HRU,106408.0668,336.8719,-3.6,2469,BS+FM
30873,GW+CC2469 372-6,HRU,86902.5508,3460.376,403.4,2469,GW+CC
30874,GW+FM2469,HRU,106329.605,336.037,-3.6,2469,GW+FM
30875,CC+FM2469 372-6,HRU,188569.8918,3705.9483,398.1,2469,CC+FM
30876,BS+GW+CC2469 372-6,HRU,89312.1447,3460.376,403.4,2469,BS+GW+CC
30877,BS+GW+FM2469 372-6,HRU,108739.1989,336.037,-3.6,2469,BS+GW+FM
30878,BS+CC+FM2469 372-6,HRU,190979.4856,3717.2589,398.1,2469,BS+CC+FM
30879,GW+CC+FM2469 372-6,HRU,190901.0238,3720.5959,401.4,2469,GW+CC+FM
30880,BS+GW+CC+FM2469 372-6,HRU,193310.6177,3720.5959,401.4,2469,BS+GW+CC+FM
30881,BS2470 373-1,HRU,3806.6657,33.1079,0,2470,BS
30882,GW2470 373-1,HRU,3682.009,17.7799,0,2470,GW
30883,CC2470 373-1,HRU,125635.5276,874.3975,785.2,2470,CC
30884,FM2470 373-1,HRU,156568.1791,210.9203,-4.6,2470,FM
30885,BS+GW2470 373-1,HRU,7488.6747,17.7799,0,2470,BS+GW
30886,BS+CC2470 373-1,HRU,129442.1933,903.6244,785.2,2470,BS+CC
30887,BS+FM2470 373-1,HRU,160374.8448,244.016,-4.6,2470,BS+FM
30888,GW+CC2470 373-1,HRU,129317.5366,931.803,751.9,2470,GW+CC
30889,GW+FM2470,HRU,160250.1881,229.1312,-4.6,2470,GW+FM
30890,CC+FM2470 373-1,HRU,282203.7066,1097.9575,784,2470,CC+FM
30891,BS+GW+CC2470 373-1,HRU,133124.2023,931.803,751.9,2470,BS+GW+CC
30892,BS+GW+FM2470 373-1,HRU,164056.8538,229.1312,-4.6,2470,BS+GW+FM
30893,BS+CC+FM2470 373-1,HRU,286010.3723,1126.7459,784,2470,BS+CC+FM
30894,GW+CC+FM2470 373-1,HRU,285885.7156,1156.7122,751.1,2470,GW+CC+FM
30895,BS+GW+CC+FM2470 373-1,HRU,289692.3813,1156.7122,751.1,2470,BS+GW+CC+FM
30896,BS2471 373-2,HRU,8527.7607,11.4907,0,2471,BS
30897,GW2471 373-2,HRU,8247.4634,2.032900002,0,2471,GW
30898,CC2471 373-2,HRU,282466.5871,6728.0936,1832.6,2471,CC
30899,FM2471 373-2,HRU,352020.3376,812.0488,24.1,2471,FM
30900,BS+GW2471 373-2,HRU,16775.224,2.032900002,0,2471,BS+GW
30901,BS+CC2471 373-2,HRU,290994.3478,6738.7196,1832.6,2471,BS+CC
30902,BS+FM2471 373-2,HRU,360548.0983,823.4841,24.1,2471,BS+FM
30903,GW+CC2471 373-2,HRU,290714.0505,6747.3201,1878.7,2471,GW+CC
30904,GW+FM2471,HRU,360267.8009,814.2019,24.1,2471,GW+FM
30905,CC+FM2471 373-2,HRU,634486.9247,7520.8303,1851.7,2471,CC+FM
30906,BS+GW+CC2471 373-2,HRU,299241.8112,6747.3201,1878.7,2471,BS+GW+CC
30907,BS+GW+FM2471 373-2,HRU,368795.5616,814.2019,24.1,2471,BS+GW+FM
30908,BS+CC+FM2471 373-2,HRU,643014.6854,7531.469,1851.7,2471,BS+CC+FM
30909,GW+CC+FM2471 373-2,HRU,642734.3881,7540.9197,1898,2471,GW+CC+FM
30910,BS+GW+CC+FM2471 373-2,HRU,651262.1488,7540.9197,1898,2471,BS+GW+CC+FM
30911,BS2472 373-3,HRU,4476.8346,7.221000001,0,2472,BS
30912,GW2472 373-3,HRU,4330.0844,1.228500001,0,2472,GW
30913,CC2472 373-3,HRU,147898.0103,5767.424,628.4,2472,CC
30914,FM2472 373-3,HRU,184313.0041,984.2953,9.6,2472,FM
30915,BS+GW2472 373-3,HRU,8806.919,1.228500001,0,2472,BS+GW
30916,BS+CC2472 373-3,HRU,152374.8448,5774.8822,628.4,2472,BS+CC
30917,BS+FM2472 373-3,HRU,188789.8386,991.0088,9.6,2472,BS+FM
30918,GW+CC2472 373-3,HRU,152228.0947,5805.026,652,2472,GW+CC
30919,GW+FM2472,HRU,188643.0884,985.5117,9.6,2472,GW+FM
30920,CC+FM2472 373-3,HRU,332211.0143,6519.7602,631.3,2472,CC+FM
30921,BS+GW+CC2472 373-3,HRU,156704.9292,5805.026,652,2472,BS+GW+CC
30922,BS+GW+FM2472 373-3,HRU,193119.923,985.5117,9.6,2472,BS+GW+FM
30923,BS+CC+FM2472 373-3,HRU,336687.8489,6526.8014,631.3,2472,BS+CC+FM
30924,GW+CC+FM2472 373-3,HRU,336541.0987,6515.767,656,2472,GW+CC+FM
30925,BS+GW+CC+FM2472 373-3,HRU,341017.9333,6515.767,656,2472,BS+GW+CC+FM
30926,BS2473 373-4,HRU,4431.5678,14.5048,0,2473,BS
30927,GW2473 373-4,HRU,4286.3099,-2.005999997,0,2473,GW
30928,CC2473 373-4,HRU,146394.2826,238.1346,348.3,2473,CC
30929,FM2473 373-4,HRU,182438.9695,24.02,8.1,2473,FM
30930,BS+GW2473 373-4,HRU,8717.8777,-2.005999997,0,2473,BS+GW
30931,BS+CC2473 373-4,HRU,150825.8503,250.4408,348.3,2473,BS+CC
30932,BS+FM2473 373-4,HRU,186870.5373,37.2989,8.1,2473,BS+FM
30933,GW+CC2473 373-4,HRU,150680.5925,254.3636,292.7,2473,GW+CC
30934,GW+FM2473,HRU,186725.2794,22.0452,8.1,2473,GW+FM
30935,CC+FM2473 373-4,HRU,328833.2521,263.4347,357.6,2473,CC+FM
30936,BS+GW+CC2473 373-4,HRU,155112.1602,254.3636,292.7,2473,BS+GW+CC
30937,BS+GW+FM2473 373-4,HRU,191156.8472,22.0452,8.1,2473,BS+GW+FM
30938,BS+CC+FM2473 373-4,HRU,333264.8198,275.1058,357.6,2473,BS+CC+FM
30939,GW+CC+FM2473 373-4,HRU,333119.562,279.6603,302.2,2473,GW+CC+FM
30940,BS+GW+CC+FM2473 373-4,HRU,337551.1297,279.6603,302.2,2473,BS+GW+CC+FM
30941,BS2474 373-5,HRU,4849.7015,9.604200002,0,2474,BS
30942,GW2474 373-5,HRU,4690.659,2.916800003,0,2474,GW
30943,CC2474 373-5,HRU,160284.3573,4877.0795,974.9,2474,CC
30944,FM2474 373-5,HRU,199749.6036,662.323,18.7,2474,FM
30945,BS+GW2474 373-5,HRU,9540.3606,2.916800003,0,2474,BS+GW
30946,BS+CC2474 373-5,HRU,165134.0589,4885.9952,974.9,2474,BS+CC
30947,BS+FM2474 373-5,HRU,204599.3052,705.2426,16.4,2474,BS+FM
30948,GW+CC2474 373-5,HRU,164975.0163,4886.9037,994.1,2474,GW+CC
30949,GW+FM2474,HRU,204440.2627,665.2751,18.7,2474,GW+FM
30950,CC+FM2474 373-5,HRU,360033.9609,5437.8054,991.4,2474,CC+FM
30951,BS+GW+CC2474 373-5,HRU,169824.7179,4886.9037,994.1,2474,BS+GW+CC
30952,BS+GW+FM2474 373-5,HRU,209289.9642,665.2751,18.7,2474,BS+GW+FM
30953,BS+CC+FM2474 373-5,HRU,364883.6625,5446.659,991.4,2474,BS+CC+FM
30954,GW+CC+FM2474 373-5,HRU,364724.62,5448.2871,1010.1,2474,GW+CC+FM
30955,BS+GW+CC+FM2474 373-5,HRU,369574.3215,5448.2871,1010.1,2474,BS+GW+CC+FM
30956,BS2475 373-6,HRU,6532.9865,12.6194,0,2475,BS
30957,GW2475 373-6,HRU,6318.451,3.069900002,0,2475,GW
30958,CC2475 373-6,HRU,216201.7585,6499.4034,1307.9,2475,CC
30959,FM2475 373-6,HRU,269437.182,894.7245,25.1,2475,FM
30960,BS+GW2475 373-6,HRU,12851.4375,3.069900002,0,2475,BS+GW
30961,BS+CC2475 373-6,HRU,222734.745,6511.0991,1307.9,2475,BS+CC
30962,BS+FM2475 373-6,HRU,275970.1685,907.3437,25.1,2475,BS+FM
30963,GW+CC2475 373-6,HRU,222520.2095,6515.3895,1343.5,2475,GW+CC
30964,GW+FM2475,HRU,275755.633,897.8492,25.1,2475,GW+FM
30965,CC+FM2475 373-6,HRU,485638.9405,7263.7425,1331,2475,CC+FM
30966,BS+GW+CC2475 373-6,HRU,229053.196,6515.3895,1343.5,2475,BS+GW+CC
30967,BS+GW+FM2475 373-6,HRU,282288.6195,897.8492,25.1,2475,BS+GW+FM
30968,BS+CC+FM2475 373-6,HRU,492171.927,7275.3879,1331,2475,BS+CC+FM
30969,GW+CC+FM2475 373-6,HRU,491957.3915,7279.7041,1365.2,2475,GW+CC+FM
30970,BS+GW+CC+FM2475 373-6,HRU,498490.378,7279.7041,1365.2,2475,BS+GW+CC+FM
30971,BS2476 373-7,HRU,2266.8547,58.7794,0,2476,BS
30972,GW2476 373-7,HRU,2192.961,55.7533,0,2476,GW
